RegistroANS;CNPJ;RazaoSocial;Modalidade;UF;Trimestre;Ano;ValorDespesas;cnpj_valido;valor_positivo;razao_social_nao_vazia;erros
307319;02315431000172;CAIXA DE ASSISTÊNCIA DOS EMPREGADOS DO BANCO DO ESTADO DO RIO GRANDE DO SUL;Autogestão;RS;1;2025;71627556.91;1;1;1;
311391;23031479000129;UNIODONTO DE MANAUS - COOPERATIVA ODONTOLÓGICA LTDA.;Cooperativa odontológica;AM;1;2025;3556607.99;1;1;1;
305626;22666341000133;PRONTOCLINICA E HOSPITAIS SAO LUCAS S/A;Medicina de Grupo;MG;1;2025;7385719.38;1;1;1;
309524;67577171000159;UNIMED DE MONTE ALTO - COOPERATIVA DE TRABALHO MÉDICO;Cooperativa Médica;SP;1;2025;7307841.11;1;1;1;
311057;01371135000126;UNIMED VALE DO URUCUIA - COOPERATIVA DE TRABALHO MEDICO LTDA;Cooperativa Médica;MG;1;2025;8024546.83;1;1;1;
312282;62476676000103;INTERMEDICI PIRACICABA ASSISTENCIA MEDICA LTDA;Medicina de Grupo;SP;1;2025;10874268.39;1;1;1;
312592;30417661000188;UNIMED NORTE FLUMINENSE COOPERATIVA DE TRABALHO MEDICO;Cooperativa Médica;RJ;1;2025;36015046.71;1;1;1;
307751;12585261000108;FUNDAÇAO COMPESA DE PREVIDENCIA E ASSISTENCIA - COMPESAPREV;Autogestão;PE;1;2025;29929855.48;1;1;1;
311359;00304148000110;FUNDAÇÃO DE SAÚDE ITAIGUAPY;Medicina de Grupo;PR;1;2025;27078902.75;1;1;1;
309087;25810946000144;UNIMED BARBACENA - COOPERATIVA DE TRABALHO MÉDICO LTDA;Cooperativa Médica;MG;1;2025;28184042.10;1;1;1;
305928;02858169000102;NOSAMED ASSISTÊNCIA MÉDICA LTDA.;Medicina de Grupo;SP;1;2025;1956092.57;1;1;1;
306126;44663631000166;UNIMED DE RIO CLARO SP COOPERATIVA DE TRABALHO MEDICO;Cooperativa Médica;SP;1;2025;52209542.49;1;1;1;
310247;88645403000139;CIRCULO OPERARIO CAXIENSE;Medicina de Grupo;RS;1;2025;69965029.75;1;1;1;
311618;87701249000102;UNIMED MISSÕES/RS - COOPERATIVA DE ASSISTÊNCIA À SAÚDE LTDA.;Cooperativa Médica;RS;1;2025;39611380.00;1;1;1;
311961;04612990000170;UNIMED DE MANAUS COOP. DO TRABALHO MÉDICO LTDA;Cooperativa Médica;AM;1;2025;30030615.91;1;1;1;
343064;45572583000163;GARANTIA DE SAÚDE LTDA;Medicina de Grupo;SP;1;2025;22202058.95;1;1;1;
340782;76882612000117;CLINIPAM CLINICA PARANAENSE DE ASSISTENCIA MEDICA LTDA;Medicina de Grupo;CE;1;2025;192388798.03;1;1;1;
342157;02192677000102;UNIMED MORRINHOS COOPERATIVA DE TRABALHO MEDICO;Cooperativa Médica;GO;1;2025;3598388.97;1;1;1;
342955;29780384000194;HSMED SAUDE LTDA;Medicina de Grupo;RJ;1;2025;915572.55;1;1;1;
341941;90619818000180;HOSPITAL DE PRONTOCLINICA LTDA.;Medicina de Grupo;RS;1;2025;5271040.37;1;1;1;
342084;03533726000188;UNIMED CUIABA COOPERATIVA DE TRABALHO MÉDICO;Cooperativa Médica;MT;1;2025;420395037.25;1;1;1;
342807;21575709000195;SANTA CASA DE MISERICÓRDIA DE JUIZ DE FORA;Filantropia;MG;1;2025;43083056.79;1;1;1;
343129;13100755000100;ASSOCIACAO DOS PROFESSORES UNIVERSITÁRIOS DA BAHIA;Autogestão;BA;1;2025;7278228.86;1;1;1;
343331;28502128000172;CAIXA DE ASSISTÊNCIA DOS EMPREGADOS DO SISTEMA FINANCEIRO BANESTES;Autogestão;ES;1;2025;22339490.20;1;1;1;
343684;88732318000108;UNIMED ALTO DA SERRA - SOCIEDADE COOPERATIVA DE SERVIÇO MÉDICO LTDA.;Cooperativa Médica;RS;1;2025;17881859.41;1;1;1;
343889;16513178000176;UNIMED BELO HORIZONTE COOPERATIVA DE TRABALHO MÉDICO;Cooperativa Médica;MG;1;2025;1731672510.99;1;1;1;
340162;42425561000182;SAMIG - SERV. DE ASSISTENCIA MEDICA DA ILHA DO GOVERNADOR LTDA;Medicina de Grupo;RJ;1;2025;1379055.92;1;1;1;
343731;28630531000187;UNIMED-SÃO GONÇALO - NITERÓI - SOC.COOP.SERV.MED E HOSP LTDA;Cooperativa Médica;RJ;1;2025;293578183.20;1;1;1;
337668;13360276000122;UNIMED SERGIPE - COOPERATIVA DE TRABALHO MÉDICO;Cooperativa Médica;SE;1;2025;182685994.93;1;1;1;
338346;90747908000156;SULMED - ASSISTÊNCIA MÉDICA LTDA;Medicina de Grupo;RS;1;2025;21012770.58;1;1;1;
342386;03980208000102;UNIMED REGIONAL DE TRES LAGOAS COOPERATIVA DE TRABALHO MÉDICO;Cooperativa Médica;MS;1;2025;29297605.10;1;1;1;
342203;02338268000163;UNIODONTO DE SC COOPERATIVA ADMINISTRADORA DE CONTRATOS;Cooperativa odontológica;SC;1;2025;4686183.88;1;1;1;
343153;24294787000100;UNIMED SOUSA - COOPERATIVA DE TRABALHO MÉDICO;Cooperativa Médica;PB;1;2025;3512947.89;1;1;1;
348261;42889436000123;UNIMED ALTO SÃO FRANCISCO COOPERATIVA DE TRABALHO MÉDICO;Cooperativa Médica;MG;1;2025;16487836.92;1;1;1;
348520;62550256000120;NOTRE DAME INTERMÉDICA MINAS GERAIS SAÚDE S.A.;Medicina de Grupo;CE;1;2025;272461231.48;1;1;1;
345709;21839519000138;UNIMED CONSELHEIRO LAFAIETE COOPERATIVA DE TRABALHO MÉDICO LTDA;Cooperativa Médica;MG;1;2025;52930656.98;1;1;1;
346004;52204526000197;UNIODONTO PIRACICABA - COOPERATIVA ODONTOLÓGICA;Cooperativa odontológica;SP;1;2025;4216882.89;1;1;1;
347795;59527440000144;UNIODONTO DE JUNDIAÍ COOPERATIVA ODONTOLÓGICA;Cooperativa odontológica;SP;1;2025;1562128.66;1;1;1;
344397;28714533000154;UNIMED NOVA IGUACU COOPERATIVA DE TRABALHO MEDICO;Cooperativa Médica;RJ;1;2025;95086603.87;1;1;1;
344800;62511019000150;ALVORECER - ASSOCIAÇÃO DE SOCORROS MÚTUOS;Medicina de Grupo;SP;1;2025;76992033.11;1;1;1;
345458;66477217000103;UNIMED LAVRAS COOPERATIVA DE TRABALHO MÉDICO;Cooperativa Médica;MG;1;2025;26750079.16;1;1;1;
346951;01569902000106;UNIMED CAÇADOR COOPERATIVA DE TRABALHO MÉDICO DA REGIÃO DO CONTESTADO;Cooperativa Médica;SC;1;2025;17705331.82;1;1;1;
347604;69015113000167;UNIODONTO DE AMERICANA COOPERATIVA ODONTOLÓGICA;Cooperativa odontológica;SP;1;2025;2477468.48;1;1;1;
348180;95642179000197;HUMANA SAÚDE LTDA.;Medicina de Grupo;PR;1;2025;103497702.18;1;1;1;
344788;02018620000183;UNIMED DE CORUMBA COOPERATIVA DE TRABALHO MÉDICO;Cooperativa Médica;MS;1;2025;6162432.48;1;1;1;
344915;44945962000199;SANTA CASA DE MISERICÓRDIA E ASILO DOS POBRES DE BATATAIS;Filantropia;SP;1;2025;1069996.13;1;1;1;
346659;33719485000127;CAIXA DE ASSISTÊNCIA DOS FUNCIONÁRIOS DO BANCO DO BRASIL;Autogestão;DF;1;2025;2121154458.55;1;1;1;
349682;01387625000110;DOCTOR CLIN OPERADORA DE PLANOS DE SAÚDE LTDA.;Medicina de Grupo;RS;1;2025;83388080.46;1;1;1;
350141;;;;;1;2025;66585127.35;0;1;0;cnpj_invalido,razao_social_vazia
347825;01052203000194;CAIXA ASSISTENCIAL UNIVERSITARIA DO RIO DE JANEIRO;Autogestão;RJ;1;2025;3329935.87;1;1;1;
345741;;;;;1;2025;1461682.33;0;1;0;cnpj_invalido,razao_social_vazia
346209;42043067000153;UNIMED EXTREMO SUL COOPERATIVA DE TRABALHO MÉDICO;Cooperativa Médica;BA;1;2025;41272815.10;1;1;1;
348295;45399961000159;UNIMED SOROCABA COOPERATIVA DE TRABALHO MÉDICO;Cooperativa Médica;SP;1;2025;275115608.32;1;1;1;
348830;00338763000147;PLENA SAÚDE S.A.;Medicina de Grupo;SP;1;2025;54877181.87;1;1;1;
347108;71925531000133;UNIMED DE BARRETOS COOPERATIVA DE TRABALHO MÉDICO;Cooperativa Médica;SP;1;2025;12207587.32;1;1;1;
347655;56384183000140;IRMANDADE DA SANTA CASA DE MISERICÓRDIA DE RIO CLARO;Filantropia;SP;1;2025;28087717.49;1;1;1;
344451;26185199000163;UNIODONTO REGIONAL COOPERATIVA ODONTOLOGICA;Cooperativa odontológica;MG;1;2025;4921409.81;1;1;1;
345091;59849182000112;SANTA CASA DE MISERICORDIA DE SAO JOAQUIM DA BARRA;Filantropia;SP;1;2025;16626147.00;1;1;1;
346870;;;;;1;2025;2329956.75;0;1;0;cnpj_invalido,razao_social_vazia
348244;01554266000149;UNIMED DE BRUSQUE COOPERATIVA DE TRABALHO MÉDICO;Cooperativa Médica;SC;1;2025;51786156.77;1;1;1;
345598;65422339000121;UNIMED AMPARO COOPERATIVA DE TRABALHO MÉDICO;Cooperativa Médica;SP;1;2025;95277903.45;1;1;1;
348082;54012406000113;UNIMED ANHANGUERA COOPERATIVA DE TRABALHO MÉDICO;Cooperativa Médica;SP;1;2025;72333308.66;1;1;1;
344362;96509690000188;SÃO LUCAS SAÚDE S/A;Medicina de Grupo;SP;1;2025;51093536.85;1;1;1;
345776;65732836000126;UNIMED DE BIRIGUI - COOPERATIVA DE TRABALHO MÉDICO;Cooperativa Médica;SP;1;2025;17133521.30;1;1;1;
346926;00628107000189;FUNDAÇÃO ASSISTENCIAL DOS SERVIDORES DO MINISTÉRIO DA FAZENDA;Autogestão;DF;1;2025;401616294.10;1;1;1;
347736;26368613000170;UNIMED CARATINGA - COOPERATIVA DE TRABALHO MÉDICO LTDA;Cooperativa Médica;MG;1;2025;12489936.96;1;1;1;
349712;77781706000162;UNIMED PONTA GROSSA COOPERATIVA DE TRABALHO MEDICO;Cooperativa Médica;PR;1;2025;128376180.28;1;1;1;
344729;17845504000105;UNIMED VARGINHA COOPERATIVA DE TRABALHO MÉDICO;Cooperativa Médica;MG;1;2025;58604607.64;1;1;1;
345318;08237810000178;UNIODONTO/RN - COOPERATIVA ODONTOLOGICA DO RIO GRANDE DO NORTE;Cooperativa odontológica;RN;1;2025;4520634.17;1;1;1;
346276;58837188000107;UNIMED SALTO/ITU - COOPERATIVA MÉDICA;Cooperativa Médica;SP;1;2025;87570236.60;1;1;1;
347507;00697509000135;UNIMED CENTRO RONDÔNIA COOPERATIVA DE TRABALHO MÉDICO;Cooperativa Médica;RO;1;2025;71127004.97;1;1;1;
349534;;;;;1;2025;40168855.07;0;1;0;cnpj_invalido,razao_social_vazia
344885;11214624000128;UNIMED RECIFE COOPERATIVA DE TRABALHO MÉDICO;Cooperativa Médica;PE;1;2025;564540022.90;1;1;1;
423718;49792664000120;SUL DO PARÁ LTDA;Medicina de Grupo;PA;1;2025;4663947.4;1;1;1;
423742;;;;;1;2025;0;0;0;0;cnpj_invalido,valor_nao_positivo,razao_social_vazia
423912;53249803000140;ASSISTÊNCIA MÉDICA 12 DE OUTUBRO LTDA;Medicina de Grupo;SP;1;2025;125920.19;1;1;1;
423564;42785902000120;INFINITY SAÚDE SUPLEMENTAR LTDA;Medicina de Grupo;MT;1;2025;169123.11;1;1;1;
423815;51212821000122;SAGRADA SAÚDE ASSISTÊNCIA MÉDICA LTDA;Medicina de Grupo;MG;1;2025;2107.37;1;1;1;
424129;03284505000113;HOSPITAL MATERNIDADE SÃO VICENTE DE PAULO;Filantropia;CE;1;2025;0;1;0;1;valor_nao_positivo
424170;54557861000102;BLUZZ SAÚDE S/A;Medicina de Grupo;ES;1;2025;218489.71;1;1;1;
423629;49955478000164;AURORA SAÚDE LTDA;Medicina de Grupo;MG;1;2025;4000001.02;1;1;1;
424048;29754208000188;VALE PLANOS DE SAÚDE LTDA;Medicina de Grupo;PE;1;2025;558411.02;1;1;1;
424145;54698763000187;SAUDE VIVA ADMINISTRADORA DE BENEFICIOS LTDA;Administradora de Benefícios;SP;1;2025;0;1;0;1;valor_nao_positivo
423858;43047552000168;AMPLITUDE PLANOS DE SAUDE LTDA;Medicina de Grupo;MG;1;2025;0;1;0;1;valor_nao_positivo
423432;47325263000134;ASSOC DE ASSIST À SAÚDE DOS SERV DAS UNIV E INST FED, EST E/OU FAC PART EM PE;Autogestão;PE;1;2025;813879.99;1;1;1;
423645;49481538000154;SAUDIA ASSISTENCIA MÉDICA LTDA;Medicina de Grupo;MG;1;2025;256310.17;1;1;1;
423661;50876139000171;NOVA SAÚDE OPERADORA INTEGRADA DE SAÚDE LTDA;Medicina de Grupo;RJ;1;2025;20691464.17;1;1;1;
424161;49168700000189;PRO-SAUDE JARINU ASSISTENCIA MEDICA SUPLEMENTAR LTDA.;Medicina de Grupo;SP;1;2025;0;1;0;1;valor_nao_positivo
423548;43079723000130;TOTAL ASSISTÊNCIA MÉDICA HOSPITALAR LTDA;Medicina de Grupo;MG;1;2025;2708083.18;1;1;1;
300730;01402285000150;DENTAL GOLD ASSISTÊNCIA ODONTOLÓGICA LTDA.;Odontologia de Grupo;PB;1;2025;910137.99;1;1;1;
303178;07649106000160;UNIMED DE SOBRAL SOCIEDADE COOPERATIVA MÉDICA LTDA;Cooperativa Médica;CE;1;2025;20501217.40;1;1;1;
303844;02687852000124;UNIMED DE ANDRADINA - COOPERATIVA DE TRABALHO MÉDICO;Cooperativa Médica;SP;1;2025;17596631.12;1;1;1;
304344;42940528000190;UNIMED PARÁ DE MINAS COOPERATIVA DE TRABALHO MÉDICO LTDA.;Cooperativa Médica;MG;1;2025;29037285.40;1;1;1;
300136;00103956000119;UNIMED LITORAL SUL/RS - COOPERATIVA DE ASSISTÊNCIA À SAÚDE LTDA.;Cooperativa Médica;RS;1;2025;37442273.22;1;1;1;
301949;58119199000151;ODONTOPREV S/A;Odontologia de Grupo;SP;1;2025;220462348.06;1;1;1;
304468;37436920000167;UNIMED BARRA DO GARÇAS - COOPERATIVA DE TRABALHO MÉDICO;Cooperativa Médica;MT;1;2025;37705082.73;1;1;1;
305227;78420783000150;UNIMED OESTE DO PARANA - COOPERATIVA DE TRABALHO MEDICO;Cooperativa Médica;PR;1;2025;30983505.07;1;1;1;
302627;35617257000171;CAIXA DE ASSISTÊNCIA DOS MAGISTRADOS DE PERNAMBUCO;Autogestão;PE;1;2025;9959437.79;1;1;1;
304701;75055772000120;UNIMED CURITIBA - SOCIEDADE COOPERATIVA DE MÉDICOS;Cooperativa Médica;PR;1;2025;1146226248.90;1;1;1;
301728;20168589000149;PRONTOMED PLANOS DE SAÚDE LTDA;Medicina de Grupo;MG;1;2025;18310087.35;1;1;1;
304123;50368034000101;UNIMED DE AVARÉ COOPERATIVA DE TRABALHO MÉDICO;Cooperativa Médica;SP;1;2025;17604228.60;1;1;1;
303623;62638374000194;CENTRO TRASMONTANO DE SAO PAULO;Medicina de Grupo;SP;1;2025;193047280.02;1;1;1;
303267;56727134000163;UNIMED JUNDIAI - COOPERATIVA DE TRABALHO MÉDICO;Cooperativa Médica;SP;1;2025;111292438.45;1;1;1;
306754;00299149000113;ASSOCIAÇÃO DOS FUNCIONÁRIOS DO FISCO DO ESTADO DE GOIÁS;Autogestão;GO;1;2025;11537123.85;1;1;1;
306886;17689407000170;UNIMED JUIZ DE FORA COOPERATIVA DE TRABALHO MÉDICO LTDA;Cooperativa Médica;MG;1;2025;208701135.32;1;1;1;
309907;37313475000148;UNIMED PALMAS COOPERATIVA DE TRABALHO MÉDICO;Cooperativa Médica;TO;1;2025;58728914.32;1;1;1;
311146;36540979000138;UNIMED COSTA VERDE RJ;Cooperativa Médica;RJ;1;2025;19112166.52;1;1;1;
311847;49210966000142;UNIMED REGIONAL DA BAIXA MOGIANA - COOPERATIVA DE TRABALHO MÉDICO;Cooperativa Médica;SP;1;2025;108551660.40;1;1;1;
312347;26629238000174;UNIMED ANÁPOLIS COOPERATIVA DE TRABALHO MÉDICO.;Cooperativa Médica;GO;1;2025;65268663.65;1;1;1;
305472;33546979000157;UNIMED REGIONAL SUL GOIAS COOP. DE TRABALHO MÉDICO LTDA;Cooperativa Médica;GO;1;2025;33355373.96;1;1;1;
306045;72547623000190;SANTA CASA DE MISERICÓRDIA DE TUPÃ;Filantropia;SP;1;2025;2391016.34;1;1;1;
310239;17146846000137;PESSOAL SAÚDE PLANOS DE ASSISTÊNCIA MÉDICA LTDA;Medicina de Grupo;SP;1;2025;5924910.45;1;1;1;
310522;02752923000125;PROASA SAÚDE;Medicina de Grupo;DF;1;2025;52692738.84;1;1;1;
311375;89870547000151;UNIMED PELOTAS/RS - COOPERATIVA DE ASSISTÊNCIA À SAÚDE LTDA.;Cooperativa Médica;RS;1;2025;64114448.95;1;1;1;
308811;80525652000189;UNIMED VALE DO PIQUIRI-COOPERATIVA DE TRABALHO MÉDICO VALE DO PIQUIRI;Cooperativa Médica;PR;1;2025;10806538.00;1;1;1;
309222;31925548000176;GRUPO HOSPITALAR DO RIO DE JANEIRO LTDA;Medicina de Grupo;RJ;1;2025;578486304.34;1;1;1;
312126;73809352000166;FUNDAÇÃO SAÚDE ITAÚ;Autogestão;MG;1;2025;602721409.37;1;1;1;
310981;40223893000159;ODONTO EMPRESAS CONVENIOS DENTARIOS LTDA.;Odontologia de Grupo;SP;1;2025;3447026.87;1;1;1;
306100;81715716000177;UNIMED REGIONAL DE CAMPO MOURÃO COOP TRAB MEDICO;Cooperativa Médica;PR;1;2025;47798920.56;1;1;1;
306762;02322043000119;UNIMED REGIONAL JAU - COOPERATIVA DE TRABALHO MÉDICO;Cooperativa Médica;SP;1;2025;67504765.46;1;1;1;
311294;51427540000197;UNIMED DE OURINHOS - COOPERATIVA DE TRABALHO MÉDICO;Cooperativa Médica;SP;1;2025;43471789.43;1;1;1;
309028;29167970000168;ASSOCIAÇÃO DOS SERVIDORES MUNICIPAIS, ESTADUAIS E FEDERAIS DO RIO DE JANEIRO;Medicina de Grupo;RJ;1;2025;2817470.33;1;1;1;
422053;33922160000147;ASSOCIAÇÃO FCA SAÚDE;Autogestão;MG;1;2025;35121990.99;1;1;1;
422371;02753398000162;SF SISTEMAS DE SAÚDE LTDA;Medicina de Grupo;SP;1;2025;7098552.59;1;1;1;
422576;37442364000131;ESPLENDOR ADMINISTRADORA DE BENEFÍCIOS LTDA.;Administradora de Benefícios;DF;1;2025;0;1;0;1;valor_nao_positivo
422681;40187311000126;GOCARE PLANOS DE SAUDE LTDA;Medicina de Grupo;SP;1;2025;22554985.50;1;1;1;
423319;45981176000100;ANAFE SAUDE;Autogestão;GO;1;2025;13780354.05;1;1;1;
421766;32421708000102;BEST SENIOR OPERADORA DE SAÚDE LTDA;Medicina de Grupo;ES;1;2025;16715726.86;1;1;1;
422355;36186642000174;PD BRASIL ASSISTENCIA ODONTOLOGICA LTDA;Odontologia de Grupo;MG;1;2025;333065.96;1;1;1;
423408;29117294000118;PLANO SIGMA SAÚDE LTDA;Medicina de Grupo;SP;1;2025;376454.29;1;1;1;
422151;34732056000152;ATITUDE SAÚDE ASSISTÊNCIA MEDICA LTDA;Medicina de Grupo;BA;1;2025;4020531.32;1;1;1;
422746;40038813000195;SALUSMED OPERADORA DE PLANOS DE SAUDE LTDA;Medicina de Grupo;SP;1;2025;445126.4;1;1;1;
422835;41248894000110;VIDA TOP MAIS SAÚDE OPERADORA DE PLANOS DE SAÚDE LTDA.;Medicina de Grupo;SP;1;2025;3526467.71;1;1;1;
421871;03013779000178;ANGELI SISTEMAS DE SAUDE S.A.;Medicina de Grupo;PR;1;2025;2877103.49;1;1;1;
422070;34844263000107;ELETROS SAÚDE - ASSOCIAÇÃO DE ASSISTÊNCIA À SAÚDE;Autogestão;RJ;1;2025;21893087.11;1;1;1;
423173;44477823000188;INTEGRA ASSISTENCIA MEDICA SA;Medicina de Grupo;SP;1;2025;78919335.62;1;1;1;
422304;36263502000152;CARING SAÚDE ASSISTÊNCIA MÉDICA LTDA.;Medicina de Grupo;RJ;1;2025;1536634.02;1;1;1;
422754;40246859000108;ODILE SERVIÇOS DE SAÚDE LTDA.;Medicina de Grupo;SP;1;2025;335240.73;1;1;1;
423335;46426569000114;UNITY SERVIÇOS INTEGRADOS DE SAÚDE LTDA.;Medicina de Grupo;DF;1;2025;10637906.40;1;1;1;
422401;34673588000166;BIT LIFE BENEFÍCIOS LTDA;Administradora de Benefícios;SP;1;2025;0;1;0;1;valor_nao_positivo
422584;38272479000198;PB ASSISTENCIA MEDICA EU LTDA;Medicina de Grupo;BA;1;2025;4910928.24;1;1;1;
421421;27452545000195;2CARE OPERADORA DE SAÚDE LTDA.;Medicina de Grupo;SP;1;2025;65711632.52;1;1;1;
421723;27047334000177;HEALTH-MED SISTEMA DE SAUDE LTDA;Medicina de Grupo;RJ;1;2025;562104.04;1;1;1;
420051;19031941000110;SMART CARE SISTEMAS MÉDICOS E ODONTOLÓGICOS LTDA.;Odontologia de Grupo;SP;1;2025;286461.05;1;1;1;
420093;13083167000105;ASSOCIACAO DOS SERVIDORES DA EMDAGRO - ASSEM;Autogestão;SE;1;2025;1296377.63;1;1;1;
420166;24645912000189;PLANO DE SAÚDE DA SANTA CASA DE BRAGANÇA PAULISTA;Medicina de Grupo;SP;1;2025;44901401.74;1;1;1;
420981;27113113000150;S1 OPERADORA DE PLANO DE SAÚDE LTDA;Medicina de Grupo;DF;1;2025;1952041.78;1;1;1;
421341;04574626000162;CAIXA DE ASSISTÊNCIA À SAÚDE DOS SERVIDORES PÚBLICOS DO ESTADO DO MATO GROSSO DO SUL;Autogestão;MS;1;2025;25000491.84;1;1;1;
420000;15713057000105;ASSOCIAÇÃO DO PLANO DE SAÚDE DA SANTA CASA DE MISERICÓRDIA DE ITABUNA - PLANSUL;Medicina de Grupo;BA;1;2025;17696791.08;1;1;1;
421715;15011651000154;BRADESCO SAÚDE - OPERADORA DE PLANOS  S/A;Medicina de Grupo;SP;1;2025;1432615116.73;1;1;1;
420930;77893469000121;HOSPITAL DE CARIDADE SÃO VICENTE DE PAULO;Filantropia;PR;1;2025;785823.93;1;1;1;
421561;31596055000130;BRASIL ODONTO OPERADORA DE PLANOS ODONTOLÓGICOS LTDA;Odontologia de Grupo;TO;1;2025;233797.80;1;1;1;
420107;24277422000177;UNICONSULT - ADMINISTRADORA DE BENEFICIOS E SERVICOS LTDA;Administradora de Benefícios;SP;1;2025;0;1;0;1;valor_nao_positivo
420701;25063964000100;FUNDAÇÃO DE ASSISTÊNCIA À SAÚDE DA ASSOCIAÇÃO DO MINISTÉRIO PÚBLICO DO RIO GRANDE DO SUL;Autogestão;RS;1;2025;8447770.12;1;1;1;
421154;28633372000174;SAÚDE BRASIL ASSISTÊNCIA MÉDICA LTDA.;Medicina de Grupo;SP;1;2025;12245618.91;1;1;1;
419958;20961779000119;ASSOCIAÇÃO PLANO DE SAÚDE SANTA CASA DE VALINHOS;Medicina de Grupo;SP;1;2025;7996629.52;1;1;1;
421359;29910807000143;RIO DOCE SAÚDE;Medicina de Grupo;ES;1;2025;4330693.25;1;1;1;
421618;30724638000136;ASSOCIAÇÃO HOSPITAL SAÚDE DE VARGEM GRANDE DO SUL;Medicina de Grupo;SP;1;2025;1459135.90;1;1;1;
420786;24807514000111;ASSOCIAÇÃO SANTA CASA CLÍNICAS DE BIRIGUI;Medicina de Grupo;SP;1;2025;6613725.29;1;1;1;
421197;08225953000160;SANTA CASA DE MAUÁ SAÚDE;Medicina de Grupo;SP;1;2025;23328892.99;1;1;1;
420841;22694698000125;INTERCLINICAS PLANO VIDA USA OPERADORA DE SAUDE LTDA;Medicina de Grupo;SP;1;2025;0;1;0;1;valor_nao_positivo
421189;22709109000135;BENEFICENCIA SOCIAL BOM SAMARITANO;Filantropia;MG;1;2025;824855.91;1;1;1;
421634;28953753000130;SD-M OPERADORA DE PLANOS DE SAUDE LTDA;Medicina de Grupo;RJ;1;2025;1062086.59;1;1;1;
421707;31097886000167;PERSONAL CARE OPERADORA DE SAÚDE SA;Medicina de Grupo;SP;1;2025;4689255.13;1;1;1;
420123;23557177000199;ASSOCIAÇÃO UNIVIDA SANTA RITA DO PASSA QUATRO;Medicina de Grupo;SP;1;2025;2199732.15;1;1;1;
421367;28310835000167;MEDHEALTH PLANOS DE SAÚDE LTDA;Medicina de Grupo;PR;1;2025;1492316.23;1;1;1;
420816;25141173000150;ASSOCIAÇÃO PADRE PIO PLANOS DE SAÚDE;Medicina de Grupo;SP;1;2025;695800.62;1;1;1;
421146;28311619000136;NEXO - ADMINISTRADORA DE BENEFICIOS LTDA;Administradora de Benefícios;SP;1;2025;0;1;0;1;valor_nao_positivo
420077;60961422000155;SERVIÇO SOCIAL DA INDÚSTRIA DO PAPEL, PAPELÃO E CORTIÇA DO ESTADO DE SÃO PAULO - SEPACO;Autogestão;SP;1;2025;70153782.72;1;1;1;
421006;27067508000163;ASSOCIAÇÃO SÃO LUIZ SAÚDE;Medicina de Grupo;SP;1;2025;16250866.77;1;1;1;
420158;23869306000184;ASSOCIAÇÃO PADRE ALBINO SAÚDE;Medicina de Grupo;SP;1;2025;24609286.51;1;1;1;
419974;19512026000147;PLAMESC PLANOS DE SAÚDE LTDA;Medicina de Grupo;RJ;1;2025;2654031.54;1;1;1;
420085;23053901000147;SANTA CASA DE SAÚDE - SCS;Medicina de Grupo;ES;1;2025;3934466.95;1;1;1;
422941;41715325000138;ARL ADMINISTRADORA DE BENEFÍCIOS LTDA.;Administradora de Benefícios;SP;1;2025;0;1;0;1;valor_nao_positivo
423181;45050963000138;BEMSTAR ASSISTENCIA MEDICA LTDA;Medicina de Grupo;BA;1;2025;193435.43;1;1;1;
423262;45568546000181;ALMA ODONTO OPERADORA DE PLANOS ODONTOLOGICOS LTDA;Odontologia de Grupo;SP;1;2025;142221.45;1;1;1;
421928;34266553000102;ALICE OPERADORA LTDA.;Medicina de Grupo;SP;1;2025;91616088.56;1;1;1;
422088;34907159000106;ODONT-OPERADORA ODONTOLOGICA LTDA;Odontologia de Grupo;SP;1;2025;934007.36;1;1;1;
422321;35657268000185;ASSOCIAÇÃO DE SAÚDE DO VALE;Medicina de Grupo;SC;1;2025;18433332.44;1;1;1;
422398;36567721000125;SAMI ASSISTÊNCIA MÉDICA LTDA;Medicina de Grupo;SP;1;2025;23761205.83;1;1;1;
422762;55990451000105;SANTA CASA DE MISERICÓRDIA E BENEFICÊNCIA PORTUGUESA;Filantropia;SP;1;2025;4466336.32;1;1;1;
423017;42209475000132;TOTAL SAUDE  ADMINISTRADORA DE BENEFICIOS EIRELI;Administradora de Benefícios;ES;1;2025;0;1;0;1;valor_nao_positivo
423351;46614535000153;AME VVIDA PLANOS DE SAUDE INTEGRADO LTDA.;Medicina de Grupo;RO;1;2025;6106810.28;1;1;1;
422134;34608096000197;UNIVIDA USA OPERADORA EM SAUDE S/A;Medicina de Grupo;SP;1;2025;0;1;0;1;valor_nao_positivo
422592;29604093000145;VITTA SAUDE ADMINISTRADORA DE BENEFICIOS LTDA.;Administradora de Benefícios;SP;1;2025;0;1;0;1;valor_nao_positivo
422959;41929347000109;PRESERVE SAUDE ASSISTENCIA MEDICA LTDA;Medicina de Grupo;BA;1;2025;1447566.53;1;1;1;
423203;00841848000143;ASSOCIAÇÃO POLICIAL DE ASSISTÊNCIA À SAÚDE APAS;Autogestão;SP;1;2025;1887134.85;1;1;1;
421731;29174910000172;AMHE MED ASSISTENCIA A SAUDE LTDA - EPP;Medicina de Grupo;SP;1;2025;13580437.66;1;1;1;
421944;33379144000150;ÚNICA ASSISTENCIA MEDICA LTDA;Medicina de Grupo;SP;1;2025;13733090.80;1;1;1;
